user_id,item_id,category,action,timestamp,price,city_level
10034,20098,美妆,cart,1750274741,667.52,1
10205,20196,美妆,view,1750328188,710.52,1
10080,20109,家电,cart,1750284803,2841.21,1
10419,20076,家电,view,1750290851,1772.52,2
10049,20102,手机,buy,1750372960,4395.62,3
10359,20105,运动户外,view,1750291608,1043.66,1
10387,20108,手机,cart,1750356998,4306.08,2
10001,20111,手机,view,1750287028,5172.82,2
10389,20057,数码配件,buy,1750355949,102.04,1
10053,20077,图书,view,1750341093,76.69,3
10105,20074,美妆,cart,1750256451,619.37,2
10259,20041,运动户外,view,1750291359,864.24,3
10309,20165,图书,view,1750283527,36.2,3
10476,20067,图书,view,1750282304,62.4,3
10190,20180,家电,view,1750304190,3659.72,3
10401,20032,美妆,buy,1750283692,530.86,2
10217,20070,数码配件,cart,1750259898,186.74,2
10043,20055,数码配件,view,1750320611,195.01,2
10161,20104,美妆,view,1750249283,431.23,3
10201,20199,手机,view,1750367135,6319.27,2
10445,20100,手机,cart,1750286174,6755.69,1
10483,20050,家电,view,1750329354,1184.85,3
10269,20073,手机,view,1750355708,7430.68,1
10350,20170,美妆,view,1750268759,446.06,1
10303,20120,美妆,view,1750232741,724.86,2
10270,20142,家电,view,1750340579,4831.86,2
10455,20165,手机,view,1750236613,7587.35,2
10461,20142,家电,cart,1750351318,,3
10214,20004,图书,buy,1750365403,135.89,3
10251,20082,数码配件,view,1750321693,458.08,1
10189,20181,美妆,cart,1750269612,415.05,3
10295,20050,图书,cart,1750369098,87.77,1
10212,20009,图书,view,1750266271,112.76,2
10207,20139,图书,view,1750241073,90.22,1
10236,20003,家电,view,1750260886,1611.22,1
10337,20094,运动户外,view,1750313792,742.61,1
10366,20145,家电,cart,1750357912,2557.91,3
10052,20079,手机,cart,1750304514,6827.97,2
10279,20035,手机,buy,1750307032,4493.06,2
10409,20024,数码配件,cart,1750362939,295.76,1
10216,20097,运动户外,view,1750212408,635.84,2
10251,20163,图书,view,1750248065,123.76,2
10187,20100,家电,buy,1750308090,3136.49,3
10379,20194,数码配件,view,1750317158,87.78,1
10492,20008,运动户外,view,1750290613,460.16,1
10040,20060,运动户外,view,1750304185,961.23,2
10156,20052,运动户外,view,1750209881,281.91,3
10014,20145,数码配件,view,1750263578,478.36,3
10300,20170,手机,cart,1750212934,6258.77,1
10064,20162,家电,cart,1750267333,3485.34,1
10344,20062,运动户外,view,1750261938,763.97,2
10326,20120,美妆,view,1750363631,358.23,3
10008,20104,美妆,cart,1750247730,644.45,2
10343,20003,手机,view,1750355741,7644.44,3
10128,20092,运动户外,view,1750224722,915.01,3
10491,20168,美妆,cart,1750283858,269.99,3
10135,20172,数码配件,cart,1750353155,408.3,1
10471,20177,图书,view,1750222876,106.0,3
10062,20027,美妆,view,1750333303,694.7,1
10138,20169,运动户外,buy,1750325317,835.59,3
10498,20079,家电,view,1750375313,3935.18,2
10080,20075,数码配件,cart,1750331545,292.18,2
10391,20115,运动户外,cart,1750289290,792.47,1
10162,20068,手机,view,1750326620,5254.01,3
10418,20097,数码配件,view,1750334379,201.38,2
10288,20000,家电,view,1750272525,2419.3,2
10378,20166,图书,cart,1750277222,111.15,3
10260,20095,手机,view,1750268070,3955.28,3
10489,20016,运动户外,view,1750329604,958.16,3
10230,20111,美妆,view,1750229193,655.05,2
10040,20090,家电,view,1750357251,1973.22,2
10027,20087,运动户外,view,1750349081,543.76,2
10134,20162,图书,cart,1750270703,55.22,1
10200,20173,手机,cart,1750345273,4577.74,3
10327,20169,家电,view,1750277282,3954.42,3
10267,20166,数码配件,buy,1750278986,286.09,1
10417,20089,家电,view,1750284037,2443.52,1
10032,20048,美妆,view,1750219093,292.02,3
10047,20189,图书,view,1750333480,36.42,1
10406,20037,手机,view,1750320266,5346.98,2
10061,20150,家电,buy,1750330033,2009.91,1
10215,20149,手机,view,1750369805,3370.41,3
10292,20131,手机,view,1750284448,7055.71,1
10098,20176,家电,view,1750363742,4057.77,3
10171,20058,数码配件,view,1750322899,285.16,2
10359,20067,图书,cart,1750284853,148.7,3
10213,20198,数码配件,view,1750230813,482.05,1
10474,20129,美妆,view,1750245971,562.3,1
10034,20048,家电,view,1750311890,1626.13,2
10448,20125,美妆,view,1750265480,303.88,2
10226,20158,美妆,view,1750223459,701.72,3
10100,20110,家电,buy,1750368655,4151.31,3
10430,20167,美妆,cart,1750234887,238.47,3
10461,20047,家电,view,1750242086,4633.65,1
10130,20050,手机,view,1750354014,4538.06,2
10256,20042,运动户外,view,1750310315,888.68,2
10004,20097,数码配件,view,1750361571,246.99,1
10217,20182,运动户外,cart,1750211580,803.71,1
10254,20176,家电,buy,1750355584,4343.83,3
10397,20123,手机,buy,1750275450,6361.41,3
10358,20079,手机,cart,1750340843,3875.95,3
10282,20184,运动户外,buy,1750358240,381.49,2
10392,20110,美妆,cart,1750328010,778.34,2
10206,20142,运动户外,view,1750246959,870.13,2
10014,20026,运动户外,view,1750309776,488.22,3
10345,20195,手机,view,1750289544,4572.59,1
10041,20191,运动户外,cart,1750205101,1024.93,3
10379,20157,数码配件,view,1750340705,74.39,2
10460,20163,数码配件,cart,1750218329,331.43,1
10178,20194,图书,view,1750319649,140.6,3
10062,20112,运动户外,view,1750364412,1173.15,1
10351,20085,美妆,view,1750349569,485.59,2
10230,20113,手机,view,1750234543,7207.03,2
10240,20123,手机,view,1750281309,3769.86,3
10051,20048,美妆,view,1750328589,684.31,1
10095,20075,运动户外,view,1750361923,583.59,3
10387,20054,美妆,cart,1750277216,704.82,2
10221,20055,图书,buy,1750205472,86.01,2
10484,20195,美妆,view,1750333156,510.86,1
10406,20094,运动户外,view,1750349481,545.12,3
10230,20043,运动户外,view,1750254254,521.78,3
10236,20158,家电,view,1750312482,1934.25,1
10142,20185,图书,cart,1750304737,111.68,2
10170,20086,美妆,cart,1750244673,556.41,2
10028,20180,手机,view,1750291830,7826.77,1
10035,20083,运动户外,view,1750208823,1110.44,3
10012,20150,家电,view,1750245264,3619.13,1
10159,20155,运动户外,cart,1750368183,465.02,3
10326,20015,运动户外,view,1750344685,1051.77,2
10186,20164,图书,view,1750332712,135.37,3
10242,20148,手机,view,1750280134,4173.85,1
10085,20144,美妆,view,1750370933,784.84,3
10283,20036,手机,view,1750212388,6470.01,1
10065,20076,图书,cart,1750303062,58.14,2
10169,20146,家电,view,1750252000,2648.21,1
10044,20157,家电,view,1750367253,4483.36,3
10061,20044,家电,view,1750265666,3332.63,2
10440,20145,美妆,view,1750207263,278.73,2
10133,20061,图书,view,1750320596,40.54,2
10283,20163,数码配件,view,1750270361,482.91,2
10027,20099,图书,view,1750331470,70.01,1
10107,20051,家电,view,1750282361,2435.84,3
10043,20018,图书,view,1750308558,127.9,2
10339,20108,手机,view,1750217656,6429.0,3
10285,20043,美妆,view,1750279824,732.91,1
10445,20006,数码配件,cart,1750254641,148.55,3
10330,20171,图书,view,1750377600,113.72,3
10127,20116,家电,view,1750374234,4613.61,1
10347,20067,图书,cart,1750300446,24.34,3
10472,20033,家电,view,1750313721,2180.44,1
10230,20193,家电,view,1750300707,3157.63,3
10189,20068,数码配件,buy,1750272163,423.71,2
10224,20054,图书,cart,1750234991,64.03,2
10384,20009,手机,view,1750308979,7832.5,3
10376,20041,图书,view,1750274126,71.29,3
10282,20040,手机,view,1750273524,6364.14,3
10445,20196,运动户外,cart,1750233202,1140.29,3
10120,20121,家电,view,1750351969,3478.19,2
10115,20137,数码配件,view,1750326504,78.45,3
10460,20009,图书,view,1750216687,35.17,1
10232,20101,图书,buy,1750266351,35.1,3
10258,20187,家电,view,1750346408,2484.05,2
10358,20127,数码配件,cart,1750313559,119.54,3
10197,20178,手机,cart,1750278132,6078.26,1
10455,20148,美妆,view,1750266695,410.37,2
10410,20135,手机,buy,1750373837,4836.67,2
10136,20192,手机,view,1750236823,3949.04,2
10317,20091,手机,view,1750361338,6208.52,1
10164,20112,手机,cart,1750237810,4217.84,3
10224,20077,家电,view,1750259105,4060.63,3
10306,20084,家电,cart,1750243480,1931.99,3
10233,20029,手机,view,1750238876,,3
10171,20048,图书,cart,1750211558,34.29,1
10151,20008,手机,view,1750359164,6942.16,2
10462,20144,手机,view,1750315152,3262.0,3
10314,20068,手机,cart,1750299706,5381.23,3
10373,20057,数码配件,view,1750366046,276.73,1
10159,20184,美妆,cart,1750341495,706.89,2
10095,20061,运动户外,view,1750330362,231.15,2
10471,20051,运动户外,view,1750321077,690.27,1
10232,20188,手机,view,1750237880,3741.67,2
10179,20039,数码配件,view,1750290045,296.76,2
10112,20165,数码配件,view,1750363509,254.17,2
10317,20170,手机,cart,1750376429,3572.07,3
10496,20062,数码配件,cart,1750323172,146.76,1
10441,20146,运动户外,view,1750313849,653.5,3
10051,20049,手机,view,1750271617,4562.62,2
10267,20160,家电,view,1750228714,2897.07,1
10294,20140,手机,view,1750302487,6722.94,1
10385,20077,数码配件,view,1750352041,480.48,2
10386,20096,美妆,view,1750315670,347.52,3
10112,20189,手机,buy,1750296981,6002.05,1
10100,20042,数码配件,view,1750331203,119.63,1
10112,20176,手机,view,1750234916,5781.33,2
10439,20035,数码配件,view,1750351853,243.1,3
10080,20121,数码配件,view,1750364444,300.53,3
10186,20107,美妆,view,1750285798,226.29,2
10112,20009,图书,view,1750353257,133.08,3
10001,20094,运动户外,view,1750212836,940.97,1
10129,20005,美妆,view,1750323720,363.34,2
10219,20056,家电,view,1750353591,3886.38,3
10053,20128,手机,cart,1750366762,3777.9,1
10342,20070,美妆,view,1750315952,410.18,2
10484,20185,数码配件,view,1750339108,172.93,1
10223,20020,图书,view,1750360286,56.82,2
10224,20091,数码配件,view,1750308415,70.44,3
10384,20126,手机,view,1750260173,4507.1,1
10402,20079,图书,view,1750335186,35.6,3
10125,20055,运动户外,view,1750265122,580.21,3
10129,20115,数码配件,cart,1750223694,412.79,2
10052,20147,美妆,view,1750225211,113.12,2
10171,20181,数码配件,view,1750372609,231.99,2
10217,20024,图书,view,1750289936,22.71,1
10159,20155,数码配件,view,1750299657,360.32,1
10197,20004,运动户外,cart,1750359169,443.32,2
10415,20119,数码配件,view,1750293801,441.74,1
10246,20020,图书,cart,1750370796,29.93,1
10323,20017,数码配件,view,1750296386,457.67,2
10438,20174,美妆,buy,1750243516,551.81,1
10202,20197,手机,view,1750362715,3986.36,1
10183,20056,美妆,view,1750369413,765.9,2
10122,20092,运动户外,cart,1750322477,959.88,3
10400,20018,数码配件,view,1750289527,493.94,3
10254,20127,图书,view,1750320722,28.88,3
10293,20096,图书,cart,1750297059,96.88,3
10279,20192,手机,view,1750219713,5259.57,2
10324,20130,图书,view,1750228470,132.35,3
10371,20169,数码配件,view,1750350110,258.22,3
10097,20020,手机,view,1750375675,7049.08,1
10197,20039,图书,view,1750221019,85.18,2
10469,20066,手机,cart,1750226906,7186.89,3
10394,20152,美妆,view,1750319555,273.42,2
10239,20126,数码配件,view,1750302540,121.44,2
10143,20054,运动户外,view,1750361532,538.37,1
10096,20179,美妆,view,1750229574,146.14,3
10200,20171,美妆,view,1750376914,276.4,3
10123,20108,家电,view,1750241874,3330.96,2
10186,20097,图书,buy,1750307549,110.8,1
10325,20183,数码配件,cart,1750351318,88.12,2
10463,20182,美妆,cart,1750342790,669.23,1
10348,20111,美妆,view,1750209579,455.94,2
10258,20197,图书,view,1750332273,,1
10147,20114,家电,buy,1750282340,1619.78,1
10251,20116,数码配件,cart,1750342827,425.8,1
10442,20086,美妆,view,1750239153,636.42,3
10419,20080,运动户外,view,1750368571,380.85,1
10402,20065,美妆,view,1750267067,387.6,2
10345,20018,数码配件,view,1750322483,386.84,1
10450,20134,数码配件,view,1750327749,484.52,1
10146,20117,图书,view,1750320299,94.15,2
10147,20190,图书,cart,1750314549,85.38,1
10351,20041,家电,cart,1750270336,1553.59,1
10198,20041,美妆,view,1750231693,359.85,3
10307,20058,数码配件,cart,1750246824,178.28,2
10488,20019,运动户外,buy,1750319480,347.35,1
10416,20072,家电,cart,1750211791,4538.52,2
10423,20016,手机,view,1750306031,4869.81,1
10127,20026,图书,view,1750230774,61.43,3
10038,20174,美妆,view,1750214840,202.23,2
10337,20001,运动户外,view,1750327774,338.79,2
10359,20062,数码配件,view,1750271888,85.65,1
10128,20061,家电,view,1750343152,3908.94,2
10266,20099,手机,cart,1750236741,4188.2,1
10475,20018,家电,view,1750324629,4175.6,1
10440,20016,手机,cart,1750345323,5499.15,1
10472,20068,美妆,view,1750242437,269.36,2
10433,20166,运动户外,view,1750354396,552.82,2
10150,20116,家电,view,1750299330,1342.46,1
10414,20198,数码配件,view,1750337870,403.89,3
10477,20080,手机,view,1750371437,5350.68,2
10297,20038,图书,view,1750222510,22.11,2
10098,20035,家电,cart,1750357342,3513.03,3
10262,20167,图书,view,1750293548,65.8,3
10251,20172,家电,cart,1750330244,3738.73,3
10143,20131,家电,cart,1750324777,1252.4,1
10345,20152,图书,view,1750215785,122.84,2
10111,20196,图书,view,1750347152,148.59,2
10499,20157,图书,view,1750279802,104.1,2
10059,20195,手机,cart,1750237430,4659.62,2
10368,20028,运动户外,cart,1750306156,943.31,2
10001,20195,家电,view,1750340925,2990.09,2
10384,20050,手机,cart,1750362729,3394.64,1
10303,20151,数码配件,view,1750290762,96.17,3
10253,20013,图书,view,1750316503,98.34,1
10139,20068,美妆,view,1750297221,412.99,3
10452,20145,运动户外,view,1750219836,1180.03,1
10036,20169,美妆,view,1750246739,354.32,1
10159,20056,家电,cart,1750319664,3712.36,1
10008,20011,家电,view,1750300830,4114.06,2
10232,20016,运动户外,buy,1750245022,232.39,3
10098,20029,运动户外,buy,1750224955,572.01,3
10146,20087,家电,view,1750375078,2592.14,2
10303,20098,家电,buy,1750253571,1103.65,2
10207,20022,数码配件,view,1750273423,302.75,2
10130,20128,美妆,view,1750279662,797.46,3
10403,20078,运动户外,view,1750224212,335.73,2
10151,20031,家电,cart,1750227813,2780.44,3
10053,20008,图书,view,1750348978,112.24,3
10119,20014,图书,cart,1750371969,130.68,1
10160,20155,图书,view,1750257485,35.78,1
10407,20151,家电,cart,1750350033,1105.14,3
10115,20187,图书,view,1750238818,147.79,3
10074,20162,手机,view,1750330279,4990.8,3
10112,20026,运动户外,cart,1750224133,1023.34,1
10455,20108,图书,view,1750340422,78.5,2
10419,20075,家电,cart,1750372518,4121.05,3
10421,20147,家电,cart,1750336622,1516.13,1
10103,20064,手机,view,1750247258,4520.62,2
10339,20176,美妆,view,1750340825,763.24,2
10253,20108,手机,view,1750349199,6175.29,2
10226,20128,家电,view,1750229291,3457.71,3
10111,20009,美妆,view,1750245221,759.12,1
10472,20046,美妆,view,1750293304,731.4,3
10098,20122,手机,cart,1750216717,3141.87,3
10152,20058,数码配件,view,1750354782,144.86,2
10348,20095,数码配件,view,1750369207,274.12,3
10401,20189,图书,view,1750268993,59.27,3
10383,20102,运动户外,view,1750220505,272.97,1
10365,20123,运动户外,view,1750293979,664.44,3
10337,20085,家电,view,1750295336,3873.45,2
10193,20145,家电,cart,1750232635,3059.92,2
10309,20111,家电,view,1750269790,2069.89,1
10162,20173,手机,view,1750366117,7726.92,2
10207,20159,家电,buy,1750290635,4609.24,3
10444,20026,美妆,view,1750335417,634.18,3
10168,20017,运动户外,view,1750210875,508.54,1
10483,20166,运动户外,view,1750261198,1166.69,3
10160,20176,图书,view,1750361435,56.58,3
10067,20081,美妆,view,1750232979,475.68,2
10288,20171,家电,cart,1750310510,3910.03,2
10397,20071,手机,view,1750255827,5851.41,2
10276,20053,数码配件,view,1750322857,223.86,3
10303,20161,图书,cart,1750364981,101.02,1
10403,20070,家电,buy,1750293689,2575.61,3
10383,20163,图书,cart,1750338263,45.88,2
10391,20145,数码配件,view,1750292104,67.51,2
10134,20037,数码配件,view,1750339936,322.82,1
10194,20186,图书,buy,1750307810,61.41,3
10400,20136,美妆,cart,1750337789,515.61,3
10127,20199,数码配件,view,1750329290,303.32,1
10032,20178,图书,view,1750313993,34.25,3
10175,20034,图书,cart,1750369756,114.29,1
10459,20081,数码配件,view,1750356443,485.18,3
10442,20132,家电,cart,1750249498,3334.09,3
10370,20141,美妆,cart,1750304464,642.22,1
10469,20157,美妆,view,1750233608,500.8,1
10374,20003,手机,view,1750313055,5093.9,3
10021,20166,家电,view,1750328428,4099.89,3
10237,20191,美妆,view,1750259153,196.66,3
10157,20152,图书,buy,1750303582,82.19,2
10037,20155,家电,view,1750348002,3132.51,2
10229,20193,美妆,cart,1750373439,604.65,3
10364,20149,图书,view,1750269423,44.99,2
10050,20158,数码配件,view,1750282817,473.67,2
10437,20022,美妆,view,1750287910,593.49,2
10263,20047,图书,view,1750276485,141.48,2
10282,20147,手机,view,1750308224,5715.95,2
10026,20124,家电,view,1750225517,2150.52,2
10225,20165,运动户外,view,1750260895,947.34,1
10276,20054,数码配件,view,1750276003,,1
10285,20067,手机,view,1750268358,5934.15,1
10096,20087,美妆,buy,1750265836,257.97,1
10283,20000,手机,view,1750231157,6586.79,3
10366,20134,家电,view,1750246203,3201.41,2
10447,20184,美妆,buy,1750329960,714.88,3
10480,20094,家电,cart,1750279619,2148.98,3
10452,20139,手机,buy,1750355305,3447.3,1
10316,20105,数码配件,cart,1750214577,432.65,1
10303,20132,运动户外,cart,1750214326,375.79,2
10146,20107,运动户外,view,1750280682,949.0,1
10003,20177,手机,view,1750292629,6013.91,2
10034,20041,运动户外,buy,1750334276,743.3,1
10191,20101,数码配件,view,1750234329,136.77,2
10048,20123,家电,cart,1750253610,3593.14,1
10016,20139,美妆,view,1750255436,306.52,1
10171,20102,数码配件,cart,1750316919,453.67,3
10219,20145,图书,view,1750253239,107.0,1
10157,20193,运动户外,view,1750273163,448.05,2
10476,20073,家电,view,1750291209,2067.98,2
10045,20107,数码配件,cart,1750376159,55.15,2
10372,20121,美妆,view,1750326800,567.45,2
10005,20016,家电,view,1750286321,3010.08,3
10098,20195,手机,view,1750301149,7703.18,3
10379,20070,家电,view,1750244956,1534.28,2
10232,20061,美妆,buy,1750348778,361.54,2
10036,20040,数码配件,cart,1750269671,421.52,3
10279,20118,数码配件,cart,1750321912,86.84,3
10348,20161,美妆,view,1750234214,742.07,1
10496,20197,数码配件,buy,1750345482,140.97,1
10301,20044,家电,view,1750235271,3081.37,3
10180,20057,家电,cart,1750338591,2955.31,2
10094,20178,手机,view,1750324546,5566.24,3
10098,20125,手机,view,1750285584,6363.84,3
10187,20161,手机,view,1750261921,7082.27,3
10480,20043,手机,view,1750221514,4722.64,3
10115,20014,手机,buy,1750328550,3345.1,1
10190,20077,图书,view,1750372971,119.97,3
10252,20069,美妆,buy,1750305064,362.12,2
10468,20177,运动户外,view,1750346174,882.73,1
10415,20100,美妆,cart,1750345639,183.04,2
10470,20159,数码配件,view,1750205710,490.43,1
10160,20194,图书,view,1750315982,113.48,3
10255,20002,运动户外,cart,1750295543,447.51,1
10322,20085,图书,view,1750234381,133.78,1
10127,20073,美妆,view,1750208901,636.24,1
10017,20050,家电,view,1750321831,3375.78,3
10280,20066,美妆,cart,1750216396,134.07,2
10489,20075,运动户外,view,1750219596,417.27,1
10222,20092,数码配件,buy,1750355823,155.37,2
10053,20175,数码配件,view,1750288860,352.64,1
10057,20144,图书,cart,1750341442,148.14,1
10322,20006,运动户外,view,1750359901,260.96,3
10359,20012,家电,view,1750334724,2708.8,1
10173,20119,图书,buy,1750342284,107.27,2
10279,20065,美妆,view,1750303486,204.45,1
10113,20003,数码配件,view,1750283636,432.2,3
10287,20137,家电,cart,1750352226,4658.96,2
10430,20087,运动户外,view,1750268463,334.09,2
10341,20016,家电,view,1750322708,1316.28,2
10150,20051,手机,view,1750218310,7147.03,2
10449,20133,运动户外,view,1750223879,802.92,1
10126,20068,数码配件,cart,1750330470,301.48,1
10154,20136,图书,view,1750260324,138.17,1
10489,20020,美妆,view,1750330346,799.7,1
10385,20023,美妆,view,1750267539,243.16,3
10473,20003,图书,cart,1750344693,69.49,3
10272,20151,图书,view,1750335158,66.75,2
10103,20186,手机,cart,1750288747,6612.07,1
10416,20002,图书,view,1750262805,25.94,3
10392,20067,家电,view,1750357900,3213.25,3
10298,20100,美妆,view,1750291272,206.69,1
10245,20167,运动户外,view,1750349147,445.73,3
10175,20175,美妆,view,1750332889,634.35,3
10038,20053,美妆,cart,1750297120,422.58,1
10476,20034,家电,cart,1750346917,2953.27,3
10169,20055,手机,view,1750224285,7195.34,3
10246,20107,手机,cart,1750370134,5061.96,1
10025,20039,手机,cart,1750337374,3045.71,2
10354,20067,图书,view,1750366416,102.9,2
10305,20045,美妆,view,1750349410,104.63,2
10408,20077,手机,view,1750345240,6610.96,2
10407,20140,手机,view,1750317672,6489.3,1
10012,20154,手机,buy,1750267968,5621.93,1
10315,20005,数码配件,view,1750274877,416.85,2
10390,20016,手机,view,1750352911,5030.14,1
10312,20163,美妆,view,1750225933,578.83,3
10035,20098,美妆,cart,1750304221,165.45,2
10172,20080,数码配件,view,1750249727,336.54,1
10019,20001,运动户外,cart,1750291640,844.91,3
10320,20076,手机,cart,1750265031,7595.76,1
10263,20179,美妆,cart,1750217005,432.85,1
10493,20065,美妆,buy,1750352520,729.52,3
10399,20051,手机,view,1750208904,7252.14,1
10141,20091,数码配件,view,1750309210,419.31,1
10459,20170,图书,view,1750306815,51.26,3
10370,20021,数码配件,view,1750241487,390.02,3
10470,20110,美妆,view,1750295464,621.82,1
10142,20106,手机,view,1750294084,7193.37,3
10091,20182,数码配件,buy,1750290357,228.52,1
10353,20066,美妆,view,1750333408,794.81,1
10321,20187,图书,view,1750253490,68.81,3
10287,20185,数码配件,view,1750366966,88.56,2
10214,20139,家电,cart,1750245228,1328.15,2
10446,20068,美妆,cart,1750306937,207.99,2
10341,20083,图书,view,1750285610,20.68,2
10050,20102,图书,cart,1750227684,33.29,1
10152,20038,运动户外,view,1750311766,754.74,1
10185,20012,手机,view,1750361280,5771.1,3
10062,20040,图书,cart,1750313277,21.6,2
10189,20056,手机,cart,1750268433,5797.68,3
10124,20180,数码配件,view,1750241196,221.33,2
10149,20011,图书,view,1750248632,38.97,2
10313,20012,图书,view,1750224964,82.95,2
10057,20119,图书,buy,1750334771,113.72,3
10341,20096,数码配件,view,1750284664,98.14,1
10304,20056,运动户外,view,1750291187,820.19,2
10179,20039,图书,view,1750375465,127.06,3
10169,20117,家电,view,1750257452,3412.85,2
10325,20079,图书,view,1750288460,71.77,2
10270,20127,美妆,view,1750355763,443.71,1
10053,20172,图书,view,1750307805,126.14,2
10490,20034,手机,buy,1750347833,3999.0,1
10443,20002,美妆,cart,1750325811,118.84,3
10100,20119,家电,view,1750222929,2165.32,2
10480,20004,美妆,view,1750268244,543.34,2
10263,20010,美妆,view,1750303625,396.19,1
10052,20125,运动户外,buy,1750309868,679.23,3
10059,20070,数码配件,buy,1750314455,441.34,3
10491,20116,手机,cart,1750345546,4797.65,3
10107,20183,美妆,buy,1750269872,176.56,3
10004,20137,美妆,view,1750216412,552.9,3
10102,20105,美妆,view,1750291726,379.73,2
10195,20115,手机,view,1750338670,4293.69,3
10261,20161,数码配件,view,1750262742,359.45,2
10364,20066,图书,view,1750359095,120.4,3
10479,20199,数码配件,view,1750331355,498.97,1
10371,20030,图书,view,1750235226,,3
10349,20074,家电,view,1750259029,2372.27,3
10046,20070,运动户外,view,1750323406,297.62,2
10354,20065,手机,view,1750234968,7050.93,1
10310,20069,图书,view,1750247884,108.03,3
10423,20040,家电,view,1750291566,3207.64,3
10307,20190,运动户外,buy,1750310980,,3
10143,20159,家电,view,1750308499,3629.23,1
10268,20019,美妆,view,1750360042,238.13,2
10369,20184,运动户外,view,1750277766,414.8,3
10123,20177,手机,view,1750345542,6997.51,1
10105,20152,图书,view,1750273574,79.48,3
10157,20139,运动户外,view,1750361292,839.11,2
10146,20198,数码配件,view,1750297070,101.4,2
10144,20038,数码配件,view,1750282773,353.11,3
10119,20144,数码配件,view,1750235696,110.28,1
10318,20044,图书,view,1750241856,68.53,3
10274,20138,运动户外,view,1750305387,337.87,2
10091,20069,家电,view,1750373951,3149.52,1
