id,ºéË®¸ÅÂÊ,
1118049,0.528167368,
1118050,0.511707882,
1118051,0.481765785,
1118052,0.485789268,
1118053,0.503469824,
1118054,0.483063164,
1118055,0.536494678,
1118056,0.482327475,
1118057,0.506631071,
1118058,0.535296574,
1118059,0.481033396,
1118060,0.478194855,
1118061,0.495775986,
1118062,0.535557111,
1118063,0.49174393,
1118064,0.536206244,
1118065,0.550572142,
1118066,0.500393911,
1118067,0.504434133,
1118068,0.570528153,
1118069,0.528796301,
1118070,0.517698236,
1118071,0.464004628,
1118072,0.517033984,
1118073,0.509875447,
1118074,0.526818407,
1118075,0.427698168,
1118076,0.504554424,
1118077,0.509291052,
1118078,0.512681323,
1118079,0.526222478,
1118080,0.502152722,
1118081,0.548173864,
1118082,0.48815496,
1118083,0.496462741,
1118084,0.506113144,
1118085,0.451000845,
1118086,0.507417159,
1118087,0.494574684,
1118088,0.446382942,
1118089,0.517473515,
1118090,0.498573476,
1118091,0.512590415,
1118092,0.497370052,
1118093,0.499050724,
1118094,0.52390818,
1118095,0.476352519,
1118096,0.547117512,
1118097,0.534307805,
1118098,0.458432557,
1118099,0.527222408,
1118100,0.557179619,
1118101,0.53298035,
1118102,0.478984171,
1118103,0.547481249,
1118104,0.546887772,
1118105,0.511704395,
1118106,0.462244693,
1118107,0.500633397,
1118108,0.446850261,
1118109,0.516846236,
1118110,0.548257319,
1118111,0.481275965,
1118112,0.507290348,
1118113,0.465155636,
1118114,0.456458296,
1118115,0.515173331,
1118116,0.557200481,
1118117,0.492937402,
1118118,0.482382311,
1118119,0.522090577,
1118120,0.551092433,
1118121,0.518259279,
1118122,0.511855571,
1118123,0.494733729,
1118124,0.514933724,
1118125,0.527497613,
1118126,0.483235724,
1118127,0.530001602,
1118128,0.532418545,
1118129,0.45649308,
1118130,0.522242425,
1118131,0.533752644,
1118132,0.478584645,
1118133,0.4507776,
1118134,0.538804285,
1118135,0.584441308,
1118136,0.506577132,
1118137,0.583462697,
1118138,0.497626585,
1118139,0.532101224,
1118140,0.522738367,
1118141,0.492058541,
1118142,0.44723073,
1118143,0.492081041,
1118144,0.47384137,
1118145,0.481211288,
1118146,0.497008666,
1118147,0.516870666,
1118148,0.543300234,
1118149,0.486894697,
1118150,0.466649815,
1118151,0.503488103,
1118152,0.500884931,
1118153,0.514201174,
1118154,0.511908103,
1118155,0.511104861,
1118156,0.515074595,
1118157,0.471889589,
1118158,0.492439224,
1118159,0.501743471,
1118160,0.495189124,
1118161,0.552302284,
1118162,0.463176055,
1118163,0.517380838,
1118164,0.512605091,
1118165,0.515539066,
1118166,0.517948215,
1118167,0.512643781,
1118168,0.537663873,
1118169,0.482185237,
1118170,0.481979256,
1118171,0.497235248,
1118172,0.484379259,
1118173,0.463737426,
1118174,0.474075402,
1118175,0.518652077,
1118176,0.491682261,
1118177,0.461061642,
1118178,0.460926493,
1118179,0.493486935,
1118180,0.528627402,
1118181,0.552736207,
1118182,0.503297725,
1118183,0.564030757,
1118184,0.493342012,
1118185,0.450413741,
1118186,0.508152639,
1118187,0.442710589,
1118188,0.50155902,
1118189,0.466728053,
1118190,0.496914011,
1118191,0.517771893,
1118192,0.481949718,
1118193,0.488091556,
1118194,0.492432488,
1118195,0.529664281,
1118196,0.497334002,
1118197,0.485968484,
1118198,0.487165729,
1118199,0.478057681,
1118200,0.533806589,
1118201,0.482993977,
1118202,0.526675936,
1118203,0.494217044,
1118204,0.482501902,
1118205,0.502877941,
1118206,0.475841651,
1118207,0.488457181,
1118208,0.475660332,
1118209,0.537956139,
1118210,0.477024185,
1118211,0.471725968,
1118212,0.512920518,
1118213,0.562955832,
1118214,0.505555386,
1118215,0.51511024,
1118216,0.477724059,
1118217,0.478478798,
1118218,0.512525835,
1118219,0.498636316,
1118220,0.456856651,
1118221,0.493855657,
1118222,0.477568892,
1118223,0.458075744,
1118224,0.531665403,
1118225,0.478528059,
1118226,0.508327397,
1118227,0.476842967,
1118228,0.487200613,
1118229,0.527142258,
1118230,0.49797375,
1118231,0.490962442,
1118232,0.498491709,
1118233,0.457466924,
1118234,0.536708118,
1118235,0.514026272,
1118236,0.520664329,
1118237,0.518664145,
1118238,0.498411531,
1118239,0.50838058,
1118240,0.523859363,
1118241,0.481280146,
1118242,0.47919582,
1118243,0.547379719,
1118244,0.482691079,
1118245,0.497283092,
1118246,0.490763806,
1118247,0.530818702,
1118248,0.51748026,
1118249,0.494953088,
1118250,0.462037753,
1118251,0.490989689,
1118252,0.496634964,
1118253,0.521997545,
1118254,0.496128669,
1118255,0.488511013,
1118256,0.50166225,
1118257,0.496376585,
1118258,0.528582075,
1118259,0.501812193,
1118260,0.567785985,
1118261,0.51062106,
1118262,0.516840804,
1118263,0.503332291,
1118264,0.493756871,
1118265,0.417707596,
1118266,0.496380526,
1118267,0.523239428,
1118268,0.486756897,
1118269,0.524214313,
1118270,0.488112924,
1118271,0.447925098,
1118272,0.532946003,
1118273,0.50195005,
1118274,0.483246041,
1118275,0.502060929,
1118276,0.513398451,
1118277,0.501739426,
1118278,0.536120761,
1118279,0.543905911,
1118280,0.525613192,
1118281,0.531266817,
1118282,0.527098121,
1118283,0.531019955,
1118284,0.53043592,
1118285,0.498254973,
1118286,0.557320985,
1118287,0.498289857,
1118288,0.519579291,
1118289,0.472536783,
1118290,0.52247136,
1118291,0.51210037,
1118292,0.516279538,
1118293,0.52164058,
1118294,0.49822009,
1118295,0.512957952,
1118296,0.471268182,
1118297,0.50612741,
1118298,0.526012399,
1118299,0.51234954,
1118300,0.483135275,
1118301,0.523632972,
1118302,0.497431839,
1118303,0.537298104,
1118304,0.502744697,
1118305,0.530387619,
1118306,0.548164648,
1118307,0.526125412,
1118308,0.486783037,
1118309,0.49818376,
1118310,0.511802761,
1118311,0.519859294,
1118312,0.487840038,
1118313,0.51783184,
1118314,0.495610435,
1118315,0.491795326,
1118316,0.532450091,
1118317,0.516790991,
1118318,0.512643743,
1118319,0.527141491,
1118320,0.496712675,
1118321,0.479114859,
1118322,0.493192822,
1118323,0.520044962,
1118324,0.557937094,
1118325,0.523270328,
1118326,0.494419912,
1118327,0.502054508,
1118328,0.52239525,
1118329,0.508304635,
1118330,0.482933562,
1118331,0.487171305,
1118332,0.427920396,
1118333,0.523378248,
1118334,0.498116657,
1118335,0.543503779,
1118336,0.480853993,
1118337,0.487061439,
1118338,0.53070864,
1118339,0.497566263,
1118340,0.483295707,
1118341,0.521046051,
1118342,0.537418431,
1118343,0.486507667,
1118344,0.478547923,
1118345,0.483946711,
1118346,0.515039189,
1118347,0.527146571,
1118348,0.471244355,
1118349,0.50131411,
1118350,0.512018153,
1118351,0.498231078,
1118352,0.554884764,
1118353,0.457933059,
1118354,0.487443633,
1118355,0.52294803,
1118356,0.48842084,
1118357,0.468794587,
1118358,0.471043894,
1118359,0.431755752,
1118360,0.486552509,
1118361,0.508392493,
1118362,0.513094773,
1118363,0.565152744,
1118364,0.51986093,
1118365,0.515958756,
1118366,0.486966975,
1118367,0.489410612,
1118368,0.553194274,
1118369,0.471347173,
1118370,0.493233725,
1118371,0.509902069,
1118372,0.427122348,
1118373,0.52802121,
1118374,0.475036904,
1118375,0.492166474,
1118376,0.497281536,
1118377,0.510117752,
1118378,0.513250271,
1118379,0.515126272,
1118380,0.522535389,
1118381,0.526248868,
1118382,0.500193125,
1118383,0.510545296,
1118384,0.558320502,
1118385,0.502774687,
1118386,0.51822056,
1118387,0.517962054,
1118388,0.523266203,
1118389,0.501966758,
1118390,0.503289249,
1118391,0.482341571,
1118392,0.488902131,
1118393,0.515438087,
1118394,0.46948351,
1118395,0.549652716,
1118396,0.51251101,
1118397,0.463315462,
1118398,0.5161204,
1118399,0.517631557,
1118400,0.509268192,
1118401,0.531614658,
1118402,0.507914131,
1118403,0.468207783,
1118404,0.566854543,
1118405,0.512661384,
1118406,0.536458796,
1118407,0.532738311,
1118408,0.517311703,
1118409,0.527963701,
1118410,0.531590235,
1118411,0.502219357,
1118412,0.517379178,
1118413,0.526158827,
1118414,0.471112347,
1118415,0.497743119,
1118416,0.512486312,
1118417,0.47734633,
1118418,0.515762498,
1118419,0.483488477,
1118420,0.519744129,
1118421,0.46980557,
1118422,0.522880581,
1118423,0.493266899,
1118424,0.53536071,
1118425,0.511267312,
1118426,0.52378566,
1118427,0.500602183,
1118428,0.487013848,
1118429,0.497726267,
1118430,0.532614193,
1118431,0.503441476,
1118432,0.487155121,
1118433,0.532426182,
1118434,0.518793975,
1118435,0.489892146,
1118436,0.498671387,
1118437,0.519243728,
1118438,0.463009129,
1118439,0.521203225,
1118440,0.50801222,
1118441,0.502133657,
1118442,0.467666796,
1118443,0.491748865,
1118444,0.552356058,
1118445,0.511609157,
1118446,0.507656953,
1118447,0.492561061,
1118448,0.515794609,
1118449,0.502891404,
1118450,0.487615027,
1118451,0.500039013,
1118452,0.553169571,
1118453,0.561909923,
1118454,0.497246751,
1118455,0.507413424,
1118456,0.466457146,
1118457,0.527353893,
1118458,0.517806426,
1118459,0.53757216,
1118460,0.459111039,
1118461,0.422078376,
1118462,0.526325026,
1118463,0.523314156,
1118464,0.493027519,
1118465,0.497534851,
1118466,0.490397812,
1118467,0.551311857,
1118468,0.496526665,
1118469,0.512852533,
1118470,0.454903229,
1118471,0.482984971,
1118472,0.583562644,
1118473,0.518013441,
1118474,0.517439616,
1118475,0.457688737,
1118476,0.529628515,
1118477,0.498269077,
1118478,0.511097442,
1118479,0.439069381,
1118480,0.47173003,
1118481,0.480576187,
1118482,0.503451997,
1118483,0.491277586,
1118484,0.47168933,
1118485,0.523069589,
1118486,0.498379641,
1118487,0.48818314,
1118488,0.500075518,
1118489,0.502497906,
1118490,0.5037931,
1118491,0.522883751,
1118492,0.52676105,
1118493,0.544415238,
1118494,0.427390757,
1118495,0.566252525,
1118496,0.476684984,
1118497,0.474368121,
1118498,0.5245482,
1118499,0.512346585,
1118500,0.551878976,
1118501,0.507635567,
1118502,0.501197156,
1118503,0.486823307,
1118504,0.538035697,
1118505,0.534433379,
1118506,0.492234048,
1118507,0.476672605,
1118508,0.497626716,
1118509,0.501166584,
1118510,0.463266072,
1118511,0.526794794,
1118512,0.478278238,
1118513,0.459223668,
1118514,0.476997301,
1118515,0.51202541,
1118516,0.497030984,
1118517,0.50727049,
1118518,0.512618919,
1118519,0.502974863,
1118520,0.526852558,
1118521,0.538665325,
1118522,0.537897486,
1118523,0.483070969,
1118524,0.546964864,
1118525,0.47750047,
1118526,0.507451045,
1118527,0.569551439,
1118528,0.496029376,
1118529,0.461347357,
1118530,0.548178016,
1118531,0.521590041,
1118532,0.490395843,
1118533,0.526234306,
1118534,0.509077773,
1118535,0.481752483,
1118536,0.514452471,
1118537,0.492973257,
1118538,0.515127236,
1118539,0.503844517,
1118540,0.52198666,
1118541,0.499548902,
1118542,0.536269878,
1118543,0.514788484,
1118544,0.498327158,
1118545,0.522781192,
1118546,0.498521269,
1118547,0.482227876,
1118548,0.4736045,
1118549,0.496415438,
1118550,0.568182957,
1118551,0.508506997,
1118552,0.508565617,
1118553,0.491548364,
1118554,0.47522583,
1118555,0.498092636,
1118556,0.475717398,
1118557,0.516707064,
1118558,0.553248595,
1118559,0.537206747,
1118560,0.547058008,
1118561,0.492780501,
1118562,0.497215675,
1118563,0.492520737,
1118564,0.501393268,
1118565,0.52677204,
1118566,0.534145761,
1118567,0.428929837,
1118568,0.466934488,
1118569,0.544820762,
1118570,0.498332968,
1118571,0.503368109,
1118572,0.516898193,
1118573,0.508830505,
1118574,0.511734757,
1118575,0.478689326,
1118576,0.470595945,
1118577,0.461755073,
1118578,0.527726589,
1118579,0.48553079,
1118580,0.4862711,
1118581,0.541940472,
1118582,0.517274049,
1118583,0.539342202,
1118584,0.456807228,
1118585,0.481958233,
1118586,0.51697743,
1118587,0.502525833,
1118588,0.523904138,
1118589,0.526577899,
1118590,0.543493268,
1118591,0.483601707,
1118592,0.509144735,
1118593,0.452249548,
1118594,0.537671032,
1118595,0.542184174,
1118596,0.500860169,
1118597,0.481153555,
1118598,0.542334314,
1118599,0.492232628,
1118600,0.466178104,
1118601,0.539197309,
1118602,0.542202093,
1118603,0.476531171,
1118604,0.566173788,
1118605,0.511191798,
1118606,0.488506091,
1118607,0.516250645,
1118608,0.516509509,
1118609,0.541405859,
1118610,0.517044796,
1118611,0.480472471,
1118612,0.509774141,
1118613,0.48891399,
1118614,0.49345167,
1118615,0.427743946,
1118616,0.4682435,
1118617,0.466627276,
1118618,0.526508158,
1118619,0.498301048,
1118620,0.512061989,
1118621,0.555224242,
1118622,0.513084263,
1118623,0.547916906,
1118624,0.539873754,
1118625,0.507319581,
1118626,0.496709087,
1118627,0.518156019,
1118628,0.528506992,
1118629,0.495446718,
1118630,0.464951979,
1118631,0.477711812,
1118632,0.523989714,
1118633,0.517599136,
1118634,0.547537217,
1118635,0.512441181,
1118636,0.512556465,
1118637,0.515676297,
1118638,0.547563588,
1118639,0.539772516,
1118640,0.498380734,
1118641,0.49765685,
1118642,0.523473932,
1118643,0.459167882,
1118644,0.542347475,
1118645,0.533349044,
1118646,0.48403398,
1118647,0.517669502,
1118648,0.516042371,
1118649,0.518623973,
1118650,0.492834113,
1118651,0.523843902,
1118652,0.517524619,
1118653,0.512026558,
1118654,0.481090003,
1118655,0.499713109,
1118656,0.51240802,
1118657,0.457425058,
1118658,0.490687565,
1118659,0.530899181,
1118660,0.517938582,
1118661,0.503001572,
1118662,0.461956799,
1118663,0.457293958,
1118664,0.519222485,
1118665,0.491473958,
1118666,0.522772975,
1118667,0.514808767,
1118668,0.471489453,
1118669,0.503526529,
1118670,0.516741041,
1118671,0.553415259,
1118672,0.515088425,
1118673,0.520664432,
1118674,0.50319543,
1118675,0.472573554,
1118676,0.528899901,
1118677,0.512903946,
1118678,0.521767882,
1118679,0.472805261,
1118680,0.468277011,
1118681,0.494763776,
1118682,0.527809755,
1118683,0.540399932,
1118684,0.516750214,
1118685,0.531654697,
1118686,0.521625408,
1118687,0.513177664,
1118688,0.548256031,
1118689,0.481295207,
1118690,0.486815255,
1118691,0.517050981,
1118692,0.531101321,
1118693,0.504429382,
1118694,0.48121787,
1118695,0.455281143,
1118696,0.553451771,
1118697,0.471409818,
1118698,0.527684924,
1118699,0.498759956,
1118700,0.48839624,
1118701,0.490780602,
1118702,0.512337816,
1118703,0.513190509,
1118704,0.507656675,
1118705,0.551138808,
1118706,0.460437029,
1118707,0.527288853,
1118708,0.536409549,
1118709,0.547479545,
1118710,0.491990568,
1118711,0.464925319,
1118712,0.532221443,
1118713,0.523300201,
1118714,0.534682086,
1118715,0.447881788,
1118716,0.48323478,
1118717,0.52716531,
1118718,0.480351501,
1118719,0.542216092,
1118720,0.51255157,
1118721,0.479126601,
1118722,0.539519749,
1118723,0.463989957,
1118724,0.437335341,
1118725,0.519684091,
1118726,0.558447823,
1118727,0.531262391,
1118728,0.515284148,
1118729,0.489524271,
1118730,0.501148957,
1118731,0.501417025,
1118732,0.463575507,
1118733,0.510605831,
1118734,0.503550438,
1118735,0.469897464,
1118736,0.487974301,
1118737,0.496672009,
1118738,0.503032887,
1118739,0.45361439,
1118740,0.447639597,
1118741,0.529576921,
1118742,0.51655628,
1118743,0.482056762,
1118744,0.470913146,
1118745,0.502750612,
1118746,0.497553717,
1118747,0.527584068,
1118748,0.497172343,
1118749,0.542488634,
1118750,0.496692672,
1118751,0.55944426,
1118752,0.5144057,
1118753,0.53334944,
1118754,0.498840229,
1118755,0.516917277,
1118756,0.549672348,
1118757,0.536007567,
1118758,0.57738049,
1118759,0.511533262,
1118760,0.491702729,
1118761,0.503294564,
1118762,0.52635514,
1118763,0.497945208,
1118764,0.538819721,
1118765,0.501070958,
1118766,0.505415688,
1118767,0.484805977,
1118768,0.48620519,
1118769,0.490165581,
1118770,0.448284885,
1118771,0.524066354,
1118772,0.551991455,
1118773,0.477048341,
1118774,0.493323129,
1118775,0.481775883,
1118776,0.534289554,
1118777,0.554420744,
1118778,0.471792894,
1118779,0.496419734,
1118780,0.480785267,
1118781,0.50763926,
1118782,0.467201079,
1118783,0.508510668,
1118784,0.528371945,
1118785,0.527372487,
1118786,0.463231158,
1118787,0.49530909,
1118788,0.533308558,
1118789,0.496347295,
1118790,0.417128693,
1118791,0.546416223,
1118792,0.476903491,
1118793,0.492806321,
1118794,0.528582198,
1118795,0.516401643,
1118796,0.482502096,
1118797,0.469942855,
1118798,0.524104704,
1118799,0.528145565,
1118800,0.524662698,
1118801,0.486261077,
1118802,0.51658633,
1118803,0.500843981,
1118804,0.522039927,
1118805,0.490098149,
1118806,0.554183619,
1118807,0.462588706,
1118808,0.488468624,
1118809,0.502280061,
1118810,0.542547097,
1118811,0.457847886,
1118812,0.502132379,
1118813,0.526255875,
1118814,0.453892131,
1118815,0.522278719,
1118816,0.464030515,
1118817,0.51154304,
1118818,0.556718354,
1118819,0.51540558,
1118820,0.503147753,
1118821,0.517271016,
1118822,0.539362556,
1118823,0.537456871,
1118824,0.508134368,
1118825,0.500932126,
1118826,0.477228042,
1118827,0.511814913,
1118828,0.481213125,
1118829,0.497398679,
1118830,0.523564345,
1118831,0.498742575,
1118832,0.571792239,
1118833,0.498473138,
1118834,0.508523835,
1118835,0.512379121,
1118836,0.518452522,
1118837,0.549579678,
1118838,0.516634051,
1118839,0.50349571,
1118840,0.467772648,
1118841,0.469678645,
1118842,0.502577319,
1118843,0.549713623,
1118844,0.5117365,
1118845,0.566409082,
1118846,0.510170201,
1118847,0.557025729,
1118848,0.535484802,
1118849,0.528399366,
1118850,0.475527216,
1118851,0.544216351,
1118852,0.497012147,
1118853,0.507561496,
1118854,0.522777124,
1118855,0.521623051,
1118856,0.535366084,
1118857,0.546864393,
1118858,0.471178823,
1118859,0.506219782,
1118860,0.494084898,
1118861,0.546762217,
1118862,0.477952737,
1118863,0.457757632,
1118864,0.506672761,
1118865,0.493276151,
1118866,0.457061316,
1118867,0.549844673,
1118868,0.511900259,
1118869,0.496769148,
1118870,0.513006341,
1118871,0.476405437,
1118872,0.513354975,
1118873,0.526128302,
1118874,0.538570058,
1118875,0.480213515,
1118876,0.492582627,
1118877,0.513282159,
1118878,0.468107281,
1118879,0.54379928,
1118880,0.491973718,
1118881,0.459340706,
1118882,0.534991819,
1118883,0.508238058,
1118884,0.49490471,
1118885,0.522587322,
1118886,0.517438179,
1118887,0.492789844,
1118888,0.479087079,
1118889,0.482787007,
1118890,0.508171935,
1118891,0.553194281,
1118892,0.537914548,
1118893,0.557230328,
1118894,0.497777563,
1118895,0.472915811,
1118896,0.532281919,
1118897,0.492759659,
1118898,0.523525748,
1118899,0.498687402,
1118900,0.557755004,
1118901,0.483041632,
1118902,0.547822359,
1118903,0.553975327,
1118904,0.501338421,
1118905,0.466528605,
1118906,0.499858059,
1118907,0.479414306,
1118908,0.517408773,
1118909,0.480101486,
1118910,0.561631798,
1118911,0.493428427,
1118912,0.516125851,
1118913,0.473079406,
1118914,0.473961557,
1118915,0.488113619,
1118916,0.558105253,
1118917,0.481908863,
1118918,0.47234406,
1118919,0.545176107,
1118920,0.506997464,
1118921,0.538610882,
1118922,0.47926624,
1118923,0.52779438,
1118924,0.492849913,
1118925,0.507965139,
1118926,0.499639496,
1118927,0.484934163,
1118928,0.518205819,
1118929,0.528800008,
1118930,0.513966751,
1118931,0.512487989,
1118932,0.510009425,
1118933,0.493372876,
1118934,0.520008182,
1118935,0.474402838,
1118936,0.584133553,
1118937,0.532038937,
1118938,0.496986169,
1118939,0.49929374,
1118940,0.488984075,
1118941,0.497441036,
1118942,0.529625628,
1118943,0.517617856,
1118944,0.464102862,
1118945,0.496477963,
1118946,0.527761387,
1118947,0.491957958,
1118948,0.503662456,
1118949,0.526099193,
1118950,0.50944245,
1118951,0.513567511,
1118952,0.522818905,
1118953,0.46261713,
1118954,0.522148029,
1118955,0.480504232,
1118956,0.494671985,
1118957,0.552470252,
1118958,0.549071062,
1118959,0.527215631,
1118960,0.5326384,
1118961,0.503324962,
1118962,0.511727737,
1118963,0.56166879,
1118964,0.478161977,
1118965,0.472943578,
1118966,0.542564807,
1118967,0.482993496,
1118968,0.55391957,
1118969,0.492527734,
1118970,0.528453069,
1118971,0.569161583,
1118972,0.495455515,
1118973,0.534399942,
1118974,0.537621881,
1118975,0.466425288,
1118976,0.476983436,
1118977,0.50191143,
1118978,0.47730274,
1118979,0.528072231,
1118980,0.543281704,
1118981,0.527806693,
1118982,0.497673611,
1118983,0.505905024,
1118984,0.486575138,
1118985,0.498751122,
1118986,0.465895873,
1118987,0.472320561,
1118988,0.469831454,
1118989,0.548386231,
1118990,0.505119039,
1118991,0.502156772,
1118992,0.483356707,
1118993,0.534992966,
1118994,0.442473745,
1118995,0.53652794,
1118996,0.476548238,
1118997,0.561325085,
1118998,0.52660182,
1118999,0.482721413,
1119000,0.533333127,
1119001,0.441311717,
1119002,0.549171218,
1119003,0.563322505,
1119004,0.528504438,
1119005,0.474438108,
1119006,0.517159698,
1119007,0.526249618,
1119008,0.462123313,
1119009,0.473864364,
1119010,0.490590058,
1119011,0.526173993,
1119012,0.4920423,
1119013,0.497612416,
1119014,0.500022245,
1119015,0.512775503,
1119016,0.5217899,
1119017,0.507229967,
1119018,0.511305162,
1119019,0.497661944,
1119020,0.478690384,
1119021,0.476993945,
1119022,0.53734925,
1119023,0.512735917,
1119024,0.452763722,
1119025,0.506188553,
1119026,0.502102229,
1119027,0.476960998,
1119028,0.506945762,
1119029,0.478541894,
1119030,0.477544903,
1119031,0.497788829,
1119032,0.467228294,
1119033,0.497345738,
1119034,0.492391608,
1119035,0.481172499,
1119036,0.486589831,
1119037,0.511467912,
1119038,0.541363991,
1119039,0.495689178,
1119040,0.465672761,
1119041,0.457741578,
1119042,0.584303705,
1119043,0.546688912,
1119044,0.501052003,
1119045,0.521905005,
1119046,0.472570595,
1119047,0.537585532,
1119048,0.568148082,
1119049,0.480422112,
1119050,0.523480449,
1119051,0.487476167,
1119052,0.485459225,
1119053,0.481735614,
1119054,0.497420412,
1119055,0.514816242,
1119056,0.566573538,
1119057,0.553762287,
1119058,0.501499279,
1119059,0.502073567,
1119060,0.542148711,
1119061,0.491299023,
1119062,0.52349956,
1119063,0.458104896,
1119064,0.497481135,
1119065,0.491230952,
1119066,0.566519092,
1119067,0.501794434,
1119068,0.562284632,
1119069,0.54204696,
1119070,0.507149212,
1119071,0.502867285,
1119072,0.5443118,
1119073,0.508488789,
1119074,0.536738003,
1119075,0.50754405,
1119076,0.487287695,
1119077,0.535603829,
1119078,0.525877772,
1119079,0.494135029,
1119080,0.468062739,
1119081,0.509615148,
1119082,0.467793044,
1119083,0.511406797,
1119084,0.448028631,
1119085,0.513234317,
1119086,0.518076672,
1119087,0.4934205,
1119088,0.516316957,
1119089,0.489515363,
1119090,0.531626031,
1119091,0.575461412,
1119092,0.512509523,
1119093,0.488537718,
1119094,0.496715633,
1119095,0.513051225,
1119096,0.479691358,
1119097,0.494066814,
1119098,0.481757846,
1119099,0.532050439,
1119100,0.464705665,
1119101,0.454632619,
1119102,0.512410547,
1119103,0.531225474,
1119104,0.51659723,
1119105,0.487628309,
1119106,0.506490892,
1119107,0.48783655,
1119108,0.48762318,
1119109,0.508696477,
1119110,0.485609376,
1119111,0.523347779,
1119112,0.536400914,
1119113,0.507859812,
1119114,0.497277605,
1119115,0.487090064,
1119116,0.486872704,
1119117,0.48248391,
1119118,0.527849119,
1119119,0.483058942,
1119120,0.564095571,
1119121,0.507782015,
1119122,0.537621702,
1119123,0.520855388,
1119124,0.527828881,
1119125,0.508862828,
1119126,0.526607459,
1119127,0.522859954,
1119128,0.517302647,
1119129,0.503122479,
1119130,0.470403654,
1119131,0.54277514,
1119132,0.454773161,
1119133,0.47735291,
1119134,0.500244076,
1119135,0.498078001,
1119136,0.478184154,
1119137,0.46869864,
1119138,0.543715902,
1119139,0.466859527,
1119140,0.527438506,
1119141,0.52783078,
1119142,0.500020774,
1119143,0.526384197,
1119144,0.516385439,
1119145,0.524065535,
1119146,0.561875632,
1119147,0.497674451,
1119148,0.475251367,
1119149,0.517941643,
1119150,0.492151776,
1119151,0.501927041,
1119152,0.525946086,
1119153,0.519252747,
1119154,0.507756096,
1119155,0.526198264,
1119156,0.512124425,
1119157,0.538008854,
1119158,0.489118764,
1119159,0.461152414,
1119160,0.500736147,
1119161,0.489095591,
1119162,0.538712007,
1119163,0.523651258,
1119164,0.529698996,
1119165,0.502385464,
1119166,0.495403518,
1119167,0.488317286,
1119168,0.517126,
1119169,0.522353236,
1119170,0.517357264,
1119171,0.481645311,
1119172,0.520710306,
1119173,0.508064212,
1119174,0.511832235,
1119175,0.461983042,
1119176,0.54719395,
1119177,0.494206208,
1119178,0.516260675,
1119179,0.513181701,
1119180,0.487493517,
1119181,0.497949562,
1119182,0.484401059,
1119183,0.512191222,
1119184,0.503487049,
1119185,0.520592767,
1119186,0.503308556,
1119187,0.572408703,
1119188,0.523797322,
1119189,0.506938904,
1119190,0.507667143,
1119191,0.522997589,
1119192,0.477555739,
1119193,0.517962129,
1119194,0.461052541,
1119195,0.539687757,
1119196,0.499297714,
1119197,0.477176878,
1119198,0.527230337,
1119199,0.537040321,
1119200,0.531785947,
1119201,0.457799418,
1119202,0.534468738,
1119203,0.546020085,
1119204,0.532213518,
1119205,0.441698796,
1119206,0.471398589,
1119207,0.492178209,
1119208,0.492278455,
1119209,0.502834631,
1119210,0.476749151,
1119211,0.541674392,
1119212,0.52132132,
1119213,0.590929531,
1119214,0.490426239,
1119215,0.47649044,
1119216,0.503794798,
1119217,0.467431309,
1119218,0.495356488,
1119219,0.518503814,
1119220,0.504306093,
1119221,0.52270014,
1119222,0.472336759,
1119223,0.517455653,
1119224,0.5225495,
1119225,0.516029292,
